image_id,n_gt_cells,fg_fraction,iou_U-Net (No Aug),iou_U-Net (Geo Aug),iou_U-Net (Full FT)
237802ac5005f9cf782367156c46c383efd9e05088e5768ca883cbbe24abadb1,8,0.0155792236328125,0.9305689488910318,0.9296187683284457,0.9437439379243453
947c0d94c8213ac7aaa41c4efc95d854246550298259cf1bb489654d0e969050,64,0.1454620361328125,0.6472816555594528,0.7361988352062997,0.6575613898520982
220b37f4ca7cab486d2b71cd87a46ee7411a5aa142799d96ed98015ab5ba538a,1,0.002532958984375,0.4623955431754875,0.38875878220140514,0.5
fd8065bcb1afdbed19e028465d5d00cd2ecadc4558de05c6fa28bea3c817aa22,52,0.3390960693359375,0.7387359612420171,0.8440813488614636,0.8648428105136574
80632d6be60c8462e50d51bcf5caf15308931603095d6b5e772a115cd0d0470c,36,0.12514068186283112,0.6806827173053013,0.6846047476377045,0.6923605543465812
52a4ac5a875be7a6c886035d54fb63f5f397dc43508c4831898f6b2f8debc7f3,8,0.02392578125,0.9332531569452797,0.938987187309335,0.9415347137637028
3a508d2dc03db46e7f97a2a30eabb62ab2886f3cedfea303de8f6a42e50d20eb,21,0.048553466796875,0.9089515634580012,0.910939907550077,0.9151087955868832
f6863b83d75e5927b30e2e326405b588293283c25aaef2251b30c343296b9cb1,92,0.3511810302734375,0.8281755953600852,0.8567677828492951,0.8550454921422663
81e2dd950e6df28a4fe202a40afa98b202981f65a5ca05b389749290eb87c883,11,0.026031494140625,0.913953488372093,0.8979591836734694,0.9078717201166181
fc22db33a2495f58f118bc182c0087e140df14ccb8dad51373e1a54381f683de,89,0.13808263838291168,0.8363221726961749,0.8307501549907006,0.8273655969456196
3b75fc03a1d12b29bd2870eb1f6fdb44174dbd1118dfc11c31f127bd87bd27ef,8,0.018035888671875,0.9501246882793017,0.9426699426699426,0.948203842940685
0287e7ee5b007c91ae2bd7628d09735e70496bc6127ecb7f3dd043e04ce37426,62,0.24774169921875,0.8249905092467054,0.8303394283875811,0.866315172817809
68f833de9f8c631cedd7031b8ed9b908c42cbbc1e14254722728a8b7d596fd4c,32,0.0323028564453125,0.6618101545253863,0.672924488944514,0.6579298089737894
e5f8ad0f0a43af8ca57e31e16800108abdfb44a7e962a71d246f72d2dbde42bf,6,0.0182037353515625,0.946852003270646,0.9605587510271159,0.9646381578947368
adc315bd40d699fd4e4effbcce81cd7162851007f485d754ad3b0472f73a86df,5,0.0921478271484375,0.3587317821529021,0.6336756573750141,0.7028636234760419
54793624413c7d0e048173f7aeee85de3277f7e8d47c82e0a854fe43e879cd12,73,0.01936578005552292,0.5852842809364549,0.6371022342586323,0.6240282685512367
a486f6ed4b8781e7883e433d06a83dd66db3e8b36d45b9976c4214820ee22629,53,0.13267986476421356,0.8838278769298149,0.8919452054794521,0.8843218491059747
fc9269fb2e651cd4a32b65ae164f79b0a2ea823e0a83508c85d7985a6bed43cf,5,0.011993408203125,0.9377245508982036,0.9251781472684085,0.9252669039145908
4cbd6c37f3a55a538d759d440344c287cac66260d3047a83f429e63e7a0f7f20,13,0.05181884765625,0.7921237693389592,0.8172994576077648,0.8376679051157474
dabfee30b46d23569c63fa7253ef10b2407fbe8023035a5030252313cb718097,10,0.0246124267578125,0.8831719128329297,0.8943488943488943,0.8875921375921376
0a7d30b252359a10fd298b638b90cb9ada3acced4e0c0e5a3692013f432ee4e9,27,0.138092041015625,0.8016894214713682,0.7653936923406994,0.8156214009004292
ec031f176dafe0b36547068ce42eab39428ec7995dac1b3ea52d1db79b61fdeb,9,0.0201873779296875,0.95,0.9666172106824926,0.9598540145985401
c169a7782a69ea2f38f64d2739de189e88adbcfd4a829721def8c89ecabe8b71,22,0.2889251708984375,0.9298018726398014,0.9346665975856173,0.9359120016525512
57d88f45e479ce3821839b2706d667758c63ac769d76800d815c73d2507c1e42,44,0.2445831298828125,0.7567888058816554,0.8355694952663065,0.8060802833530106
53ad09e4348767bece0165884bf40c10b72ae18444e3f414a850442f02385efc,123,0.23698143661022186,0.8584211816621721,0.862464883351655,0.8618433123356369
2227fd9b01d67c2bcdb407d3205214e6dfeff9fd0725828e3b3651959942ff4a,60,0.075408935546875,0.7868029406490945,0.7956312476860422,0.8107862720174324
0b2e702f90aee4fff2bc6e4326308d50cf04701082e718d4f831c8959fbcda93,5,0.0144195556640625,0.9564766839378238,0.9663865546218487,0.9665271966527197
0bf33d3db4282d918ec3da7112d0bf0427d4eafe74b3ee0bb419770eefe8d7d6,29,0.1234283447265625,0.8175277188016041,0.849427547126171,0.8667356559733241
a5e695fce80dc03efb6665a9ec14500ab47f4ee9f6437531388dd3cc32c90db1,49,0.1365109533071518,0.82422850294617,0.8603340506199406,0.8534300392867936
e66a97b2c77f3d66a7d3cebbc6a36c8c6259368a397f7b67647ed80ad53aa776,11,0.0300750732421875,0.8873375060182956,0.8898678414096917,0.8901960784313725
20b20ab049372d184c705acebe7af026d3580f5fd5a72ed796e3622e1685af2f,289,0.046834953129291534,0.5061062198239137,0.5071745369162536,0.492003046458492
d4d6c683f249d82518431603bf0206d05f2114ac871a99ffade0f5f61cf167e1,10,0.0243682861328125,0.9276155717761557,0.9205864386072083,0.9325980392156863
27c30f9011492f234e4587c9a4b53c787037d486f658821196fe354240ac3c47,39,0.0757293701171875,0.9134067603494114,0.9294003868471954,0.9269804377300019
3441821ebea04face181c9e2f4d0d09727c764827ac51b9e7fbadbebabeab225,28,0.2933349609375,0.9176195684597792,0.9266142363372238,0.9255611658251263
54cb3328e778d87f76062b0550e3bc190f46384acd8efbe58c297265d1906e84,36,0.0649566650390625,0.842082143641555,0.8346333853354134,0.8384308510638298
5ba4facefc949c920d7054813a3e846b000969da2ed860148bdfd18456f59bcc,31,0.3135986328125,0.9104245283018868,0.9200303922499763,0.9189431893373665
66612c188d73e931e1863af2c99d2af782c32f65fd97d224abb40bbadb87263f,15,0.0531768798828125,0.9163715608825933,0.9220489977728286,0.9304589707927677
091944f1d2611c916b98c020bd066667e33f4639159b2a92407fe5a40788856d,44,0.012744852341711521,0.5476864966949953,0.6462655601659751,0.580441640378549
2ab91a4408860ae8339689ed9f87aa9359de1bdd4ca5c2eab7fff7724dbd6707,55,0.063140869140625,0.838957055214724,0.8490022172949002,0.8286439602284748
f9ea1a1159c33f39bbe5f18bb278d961188b40508277eab7c0b4b91219b37b5d,25,0.1918182373046875,0.9302378774016469,0.9414122725871107,0.9437196016366864
