aug_type,feature_distance,ratio_distortion
perchannel_intensity,0.1013231668015185,0.014058139104160169
none,0.0,0.0
flip,1.994771383248666e-07,1.4901161193847656e-08
rotation,1.2343534242190104e-07,1.862645149230957e-08
elastic,0.024217167400457863,0.0010603153612464666
uniform_intensity,0.01871735603756052,9.177873584942375e-06
perchannel_intensity,0.10571992938602633,0.013326984514710672
none,0.0,0.0
flip,1.1036055038779774e-07,1.2417634032146907e-08
rotation,6.922191357017701e-08,6.2088170160734535e-09
elastic,0.038087356962251046,0.0003285041646449827
uniform_intensity,0.028704919119460666,2.3507947723144795e-05
perchannel_intensity,0.11088720233980329,0.014214148546079072
none,0.0,0.0
flip,1.1611414976066529e-07,1.7384687467369986e-08
rotation,8.270013699535213e-08,1.2417634032146907e-08
elastic,0.019898062323089025,0.00047211026248987763
uniform_intensity,0.02847655363778462,3.10404849491519e-05
perchannel_intensity,0.10219465360052764,0.014592962323446174
none,0.0,0.0
flip,1.4695091320580172e-07,1.862645149230957e-08
rotation,1.3495658028014468e-07,1.9868215517249155e-08
elastic,0.028104850725178283,0.0010288198944181203
uniform_intensity,0.016110940419797087,3.809357635642385e-06
perchannel_intensity,0.12853722161233028,0.01516037151484736
none,0.0,0.0
flip,1.2600520910442462e-07,2.60770320892334e-08
rotation,1.0394747701094563e-07,2.11099777658319e-08
elastic,0.021714383020944573,0.0005865722865564749
uniform_intensity,0.023619307163085773,7.192666286481852e-06
perchannel_intensity,0.18017881472379124,0.017041525390850885
none,0.0,0.0
flip,9.989764597761267e-08,8.692343733684993e-09
rotation,1.291484756080156e-07,1.4901161193847656e-08
elastic,0.015699328917286304,0.00048278197646141053
uniform_intensity,0.029583949281855502,1.5849868758799347e-06
perchannel_intensity,0.1262881503396234,0.013993475855161414
none,0.0,0.0
flip,1.146311961841856e-07,1.4901161193847656e-08
rotation,1.157545760239573e-07,1.7384687467369986e-08
elastic,0.007495818350961673,0.0003053173451917246
uniform_intensity,0.04159571327421269,0.0008928934616656114
perchannel_intensity,0.08905370718638658,0.014820532232944878
none,0.0,0.0
flip,1.2716918365591113e-07,9.934107758624577e-09
rotation,1.1560021171956557e-07,1.7384687467369986e-08
elastic,0.009030371249516653,0.0004985131279681809
uniform_intensity,0.01716048383093837,1.7417718746148837e-05
perchannel_intensity,0.09173906657673062,0.012524623152228173
none,0.0,0.0
flip,8.606534935802867e-08,1.9868215517249155e-08
rotation,4.343855426948467e-08,1.4901161193847656e-08
elastic,0.014179919531019495,0.0007876520219724625
uniform_intensity,0.028646007927714018,2.3554761977173654e-05
perchannel_intensity,0.1293240076550249,0.01673767638510513
none,0.0,0.0
flip,7.51793237037157e-08,1.2417634032146907e-08
rotation,7.536454304956633e-08,7.450580596923828e-09
elastic,0.01662561374523921,0.0003761476502404548
uniform_intensity,0.041511212740588416,4.529481169210925e-05
perchannel_intensity,0.10500414130576789,0.015774036765081573
none,0.0,0.0
flip,1.3772010765907658e-07,1.2417634032146907e-08
rotation,1.750981177521414e-07,2.11099777658319e-08
elastic,0.010478375675387307,0.0003525947511661798
uniform_intensity,0.025422494391193123,2.3454055250660132e-05
perchannel_intensity,0.1329741239168954,0.016373686490874947
none,0.0,0.0
flip,8.919880629136861e-08,1.2417634032146907e-08
rotation,1.0413856776421869e-07,1.7384687467369986e-08
elastic,0.011644373957579526,0.0004094002157216892
uniform_intensity,0.03891585862846671,3.547519484827788e-05
perchannel_intensity,0.129436675994406,0.0170183083916517
none,0.0,0.0
flip,8.495414250736018e-08,1.4901161193847656e-08
rotation,1.347379441135562e-07,1.9868215517249155e-08
elastic,0.009903718559330903,0.00032006254186853764
uniform_intensity,0.04630383544324389,0.0004813035348586681
perchannel_intensity,0.09453391318157658,0.014205513850692528
none,0.0,0.0
flip,1.5547660856532008e-07,2.2351741790771484e-08
rotation,6.074994324776764e-08,7.450580596923828e-09
elastic,0.013850463560341331,0.0002998153351654764
uniform_intensity,0.050631284420406056,2.1195411439478563e-05
perchannel_intensity,0.11617563843125742,0.014893843573479473
none,0.0,0.0
flip,1.5931749044508596e-07,2.4835268064293814e-08
rotation,1.76433961060588e-07,3.476937493473997e-08
elastic,0.013973169695426812,0.00035413602599874137
uniform_intensity,0.03788588867509955,8.04165999088724e-06
perchannel_intensity,0.14480427032956122,0.015298247619714295
none,0.0,0.0
flip,1.057111420109903e-07,1.614292521878724e-08
rotation,1.9392406478032672e-07,1.2417634032146907e-08
elastic,0.01457258986342739,0.00047584313724655656
uniform_intensity,0.04580892611786659,1.8864870032331283e-06
perchannel_intensity,0.12232315854102352,0.01594704299092202
none,0.0,0.0
flip,1.6394466347242352e-07,2.8560558362755728e-08
rotation,1.1238689314522231e-07,2.11099777658319e-08
elastic,0.007070123029848665,0.0004254379658959806
uniform_intensity,0.04958623664845866,5.483751556134564e-06
perchannel_intensity,0.09813208181736546,0.01434515185727776
none,0.0,0.0
flip,1.2315502936344018e-07,1.4901161193847656e-08
rotation,1.5610177372031497e-07,2.60770320892334e-08
elastic,0.03779276745783542,0.0004604604066116735
uniform_intensity,0.03635793360078092,4.3393422856752295e-05
perchannel_intensity,0.13005261859654893,0.016673659604071515
none,0.0,0.0
flip,7.480602369383534e-08,2.11099777658319e-08
rotation,1.2967276895216036e-07,2.359350581571107e-08
elastic,0.02028908079469255,0.00059165594575461
uniform_intensity,0.023242565962003612,2.126259117476437e-05
perchannel_intensity,0.1258840899908439,0.016094908900578478
none,0.0,0.0
flip,1.1262412849563563e-07,1.2417634032146907e-08
rotation,7.020617065135389e-08,1.2417634032146907e-08
elastic,0.009957983829946285,0.0002456866204738617
uniform_intensity,0.035734416395065985,3.1885752711513504e-05
perchannel_intensity,0.11159969486150374,0.01576498895706415
none,0.0,0.0
flip,1.2658279122052042e-07,2.60770320892334e-08
rotation,7.117056606033684e-08,7.450580596923828e-09
elastic,0.007150592221032949,0.0003725902439327911
uniform_intensity,0.02105646052980032,3.384326834448004e-05
perchannel_intensity,0.12210771815930758,0.015765603678908956
none,0.0,0.0
flip,5.291062860998943e-08,4.967053879312289e-09
rotation,9.202055971403124e-08,1.7384687467369986e-08
elastic,0.02042544288791916,0.0005151908946572803
uniform_intensity,0.03189814020492957,2.764910455788083e-06
perchannel_intensity,0.13099316890104168,0.015025820142423771
none,0.0,0.0
flip,1.0113805523732262e-07,1.2417634032146907e-08
rotation,1.1629080278829245e-07,1.4901161193847656e-08
elastic,0.02782667695134856,0.0005282800673739984
uniform_intensity,0.038919016289299044,3.277038516271702e-05
perchannel_intensity,0.09071806606161649,0.014378166762399619
none,0.0,0.0
flip,1.4239438537775165e-07,2.11099777658319e-08
rotation,9.124139079184501e-08,1.2417634032146907e-08
elastic,0.01706413939736518,0.0006877566367620603
uniform_intensity,0.0385899405401343,9.975706355458413e-06
perchannel_intensity,0.12080957937262027,0.012592155274892717
none,0.0,0.0
flip,6.117351586478286e-08,9.934107758624577e-09
rotation,1.1289719048005573e-07,2.359350581571107e-08
elastic,0.015987255022366413,0.0005463705630972982
uniform_intensity,0.05911019935429292,8.902077809214149e-06
perchannel_intensity,0.10491749541241542,0.01483437658569044
none,0.0,0.0
flip,1.8272105691679358e-07,2.4835268064293814e-08
rotation,1.0357464512546826e-07,9.934107758624577e-09
elastic,0.008105191219310142,0.00041710511432029306
uniform_intensity,0.036688358981904284,5.8121359688856344e-05
perchannel_intensity,0.1226781096324377,0.01530964927765987
none,0.0,0.0
flip,1.3250512340216066e-07,1.4901161193847656e-08
rotation,1.0609278842629906e-07,1.4901161193847656e-08
elastic,0.02315930883581414,0.00041038543567992745
uniform_intensity,0.05729680682213813,0.00018468586495141716
perchannel_intensity,0.12227863964704003,0.015938838255335756
none,0.0,0.0
flip,6.481797506049362e-08,4.967053879312289e-09
rotation,1.228174334105808e-07,1.2417634032146907e-08
elastic,0.03396337438091423,0.0005339510680641979
uniform_intensity,0.02601469194401061,8.767098135287198e-06
perchannel_intensity,0.10212512042775138,0.014146142645720899
none,0.0,0.0
flip,1.248624988943282e-07,1.2417634032146907e-08
rotation,1.2634517847766112e-07,7.450580596923828e-09
elastic,0.010944733678369135,0.0006676577060716227
uniform_intensity,0.04126380427501077,2.7166058559080498e-05
perchannel_intensity,0.10806526141167068,0.016835861031499692
none,0.0,0.0
flip,1.0933669407141497e-07,6.2088170160734535e-09
rotation,1.0108235921223984e-07,1.3659398057086491e-08
elastic,0.021807783202384565,0.0003528632165398449
uniform_intensity,0.020699670622318506,7.0445239543914795e-06
perchannel_intensity,0.11699713582486429,0.013605749129905467
none,0.0,0.0
flip,1.6529926174293654e-07,2.2351741790771484e-08
rotation,9.455409326109038e-08,1.4901161193847656e-08
elastic,0.012400877463256918,0.0002862083405489102
uniform_intensity,0.024990997031921567,3.0736376887308124e-05
perchannel_intensity,0.12407772069543596,0.015205498695951374
none,0.0,0.0
flip,1.854044554878705e-07,2.60770320892334e-08
rotation,2.55283670582149e-07,2.11099777658319e-08
elastic,0.009239449364957528,0.0005659868358634413
uniform_intensity,0.02521029429860106,1.775833485826439e-05
perchannel_intensity,0.11887678358554862,0.012759560590219987
none,0.0,0.0
flip,1.147757088402362e-07,9.934107758624577e-09
rotation,1.286299133592067e-07,1.2417634032146907e-08
elastic,0.013126284167288458,0.0003686182230012491
uniform_intensity,0.05321019012844315,3.702243163088426e-05
perchannel_intensity,0.09751966727650274,0.014313470297349539
none,0.0,0.0
flip,8.658213903651915e-08,9.934107758624577e-09
rotation,9.702266116064134e-08,1.4901161193847656e-08
elastic,0.013311579632402603,0.0006240349321160465
uniform_intensity,0.027305405379025694,6.2802185084365195e-06
perchannel_intensity,0.11918438069497479,0.014499718085010127
none,0.0,0.0
flip,1.0650240078303686e-07,1.4901161193847656e-08
rotation,1.196919370522179e-07,7.450580596923828e-09
elastic,0.01129336481450641,0.0009522665350232273
uniform_intensity,0.03659635107801856,2.0306557265925563e-06
perchannel_intensity,0.13997095886127908,0.016860059674553913
none,0.0,0.0
flip,8.522540274851874e-08,1.2417634032146907e-08
rotation,8.94407424328305e-08,9.934107758624577e-09
elastic,0.012960903210543875,0.0003134804450382944
uniform_intensity,0.06718103194421134,7.343763936660253e-05
perchannel_intensity,0.10429275426607643,0.014239191660478009
none,0.0,0.0
flip,2.0644728713078083e-07,1.9868215517249155e-08
rotation,2.8726643563410537e-07,2.2351741790771484e-08
elastic,0.04139178284551045,0.0002849998549208976
uniform_intensity,0.052425760040168655,5.300094820448465e-06
perchannel_intensity,0.14910151914270173,0.014622953109917496
none,0.0,0.0
flip,1.1196707251619028e-07,1.4901161193847656e-08
rotation,8.841807431443946e-08,1.2417634032146907e-08
elastic,0.031977657318218305,0.0010433857678435743
uniform_intensity,0.024601581536605143,2.175072843968451e-06
perchannel_intensity,0.09884856435796358,0.01618642593683175
none,0.0,0.0
flip,4.3868369154729085e-08,4.967053879312289e-09
rotation,6.902166605184693e-08,9.934107758624577e-09
elastic,0.01965995645571433,0.0006461232987930998
uniform_intensity,0.028264114121689755,7.680679527855005e-06
perchannel_intensity,0.11496300379965592,0.015567665612059401
none,0.0,0.0
flip,1.0343326593000339e-07,1.4901161193847656e-08
rotation,1.414117472742136e-07,1.862645149230957e-08
elastic,0.024992241852953928,0.0006245203345315531
uniform_intensity,0.019799802607983343,3.9497887064499083e-05
perchannel_intensity,0.12360717573767215,0.015495419568026993
none,0.0,0.0
flip,1.3921314597490905e-07,1.4901161193847656e-08
rotation,1.1697813109999568e-07,1.862645149230957e-08
elastic,0.02213389278432248,0.0015533491969108582
uniform_intensity,0.03042117242850207,2.179605295760112e-05
perchannel_intensity,0.12047840175725058,0.015522368235094442
none,0.0,0.0
flip,9.060881417067703e-08,9.934107758624577e-09
rotation,9.309906547486919e-08,4.967053879312289e-09
elastic,0.014585231619952293,0.0006647415459156037
uniform_intensity,0.0336372861844157,1.8644581208127063e-05
perchannel_intensity,0.12149665350998114,0.01572725019370629
none,0.0,0.0
flip,1.8567491567446098e-07,1.7384687467369986e-08
rotation,2.208142614879434e-07,1.614292521878724e-08
elastic,0.015240924963422484,0.0005400612979428842
uniform_intensity,0.028968679613830955,7.163981733171454e-06
perchannel_intensity,0.1184016871936476,0.015009324406067507
none,0.0,0.0
flip,1.2991183835498314e-07,8.692343733684993e-09
rotation,6.936178180017515e-08,1.3659398057086491e-08
elastic,0.03419567827256735,0.0008363728818949312
uniform_intensity,0.0060549932696355255,4.170462439390121e-06
perchannel_intensity,0.13602454038382658,0.016759966264488675
none,0.0,0.0
flip,6.05515977562057e-08,4.967053879312289e-09
rotation,1.0604055667205164e-07,7.450580596923828e-09
elastic,0.026552185497212628,0.0012522021832410246
uniform_intensity,0.020950333400731484,2.8986483507020822e-06
perchannel_intensity,0.11077861974451853,0.012940536234972832
none,0.0,0.0
flip,7.219859781557649e-08,1.7384687467369986e-08
rotation,2.110988956121085e-07,1.862645149230957e-08
elastic,0.016243471956183017,0.0004896773607470095
uniform_intensity,0.029983998346444884,1.6712893890158399e-06
perchannel_intensity,0.10458034308637346,0.013857070283923786
none,0.0,0.0
flip,1.052559419967683e-07,1.862645149230957e-08
rotation,8.329091525889462e-08,1.4901161193847656e-08
elastic,0.01209267746447562,0.00041834947769530116
uniform_intensity,0.043980251841532376,1.1465946818312034e-05
perchannel_intensity,0.1048970366279014,0.013868615515518887
none,0.0,0.0
flip,1.8402820245364022e-07,8.692343733684993e-09
rotation,1.817662413197164e-07,1.614292521878724e-08
elastic,0.009462263673792564,0.00035791024274658414
uniform_intensity,0.013675845395675373,3.2165398219152762e-06
perchannel_intensity,0.1451966851827654,0.01632739357700828
none,0.0,0.0
flip,1.3089378841436148e-07,1.3659398057086491e-08
rotation,1.073300271296175e-07,1.4901161193847656e-08
elastic,0.014223232750167328,0.0005218174308538436
uniform_intensity,0.02345894828230582,2.336129523428099e-06
perchannel_intensity,0.11947575067901957,0.010535772870029199
none,0.0,0.0
flip,9.40160616613048e-08,1.7384687467369986e-08
rotation,6.307670286970608e-08,4.967053879312289e-09
elastic,0.011435882279726004,0.0005606361897662282
uniform_intensity,0.041679577123663825,5.089491619969522e-06
perchannel_intensity,0.12633203563343,0.014738949321197287
none,0.0,0.0
flip,4.7745377111419256e-08,6.2088170160734535e-09
rotation,4.225274158276894e-08,4.967053879312289e-09
elastic,0.013225610069931365,0.0004742823541164398
uniform_intensity,0.011759356514771635,3.0296420663944446e-05
perchannel_intensity,0.11130562213480463,0.01515999052119093
none,0.0,0.0
flip,2.2703231516831142e-07,1.9868215517249155e-08
rotation,1.4302024044991027e-07,1.9868215517249155e-08
elastic,0.022335372904849462,0.0008878731459844857
uniform_intensity,0.027185395088116508,1.1277943955612102e-05
perchannel_intensity,0.12175616752887539,0.014960947290236087
none,0.0,0.0
flip,1.996113119896105e-07,1.9868215517249155e-08
rotation,6.711785911533832e-08,6.2088170160734535e-09
elastic,0.018696448586678623,0.0010098027647472917
uniform_intensity,0.02069490541716481,1.2975310316143408e-05
perchannel_intensity,0.1183443969385322,0.012794722557254385
none,0.0,0.0
flip,1.5893883257364045e-07,1.614292521878724e-08
rotation,1.488248390702402e-07,1.614292521878724e-08
elastic,0.028159820687160782,0.001043047133134678
uniform_intensity,0.01339350716838334,7.169942014773056e-07
perchannel_intensity,0.13665277098605952,0.015445491864425462
none,0.0,0.0
flip,8.312412968043854e-08,1.4901161193847656e-08
rotation,7.464370881574914e-08,1.2417634032146907e-08
elastic,0.013729672360038464,0.00043241133680567146
uniform_intensity,0.04458655654009288,5.8470417328315705e-05
perchannel_intensity,0.08708126783763201,0.012212288775204558
none,0.0,0.0
flip,6.178553238009258e-08,1.862645149230957e-08
rotation,1.340014612565942e-07,1.7384687467369986e-08
elastic,0.02201056538526027,0.0005623194039799273
uniform_intensity,0.0408172682203688,3.0321378745590266e-06
perchannel_intensity,0.15945132295920877,0.018104828043584927
none,0.0,0.0
flip,1.4464932930638287e-07,1.614292521878724e-08
rotation,7.030077290129288e-08,7.450580596923828e-09
elastic,0.025136670649413367,0.0006303804664639756
uniform_intensity,0.026737097242090568,1.095856229493819e-06
perchannel_intensity,0.12269143042607786,0.014226350516080599
none,0.0,0.0
flip,1.1174994226830326e-07,2.7318796114172983e-08
rotation,1.5649311607973113e-07,1.9868215517249155e-08
elastic,0.01044375914003219,0.0004938669502735138
uniform_intensity,0.026685594493028413,1.432423828200413e-05
perchannel_intensity,0.12802380408048733,0.01506111215524673
none,0.0,0.0
flip,1.7123512283590532e-07,1.3659398057086491e-08
rotation,1.349484413261569e-07,2.2351741790771484e-08
elastic,0.02421837758190587,0.0006425273808417842
uniform_intensity,0.03702322978360155,1.436347794125936e-06
perchannel_intensity,0.11326724691627188,0.015858990084994508
none,0.0,0.0
flip,6.937649820426462e-08,9.934107758624577e-09
rotation,1.1662154871365222e-07,1.7384687467369986e-08
elastic,0.008384401266762006,0.0003075463057029992
uniform_intensity,0.03512351212184281,5.389650747611441e-05
perchannel_intensity,0.10256687669850076,0.01377596941696153
none,0.0,0.0
flip,1.607838253697805e-07,1.3659398057086491e-08
rotation,1.3944598643760646e-07,1.614292521878724e-08
elastic,0.008979567835806406,0.0002316730737220496
uniform_intensity,0.03951741120557255,8.043497969847379e-05
perchannel_intensity,0.09994937763541088,0.014501165568079951
none,0.0,0.0
flip,1.4933075668242564e-07,8.692343733684993e-09
rotation,6.549675148870994e-08,1.1175870895385742e-08
elastic,0.011138141276961333,0.0005630351632134988
uniform_intensity,0.022223088921467182,1.0283291173163178e-05
perchannel_intensity,0.10081869476884253,0.015092295550859936
none,0.0,0.0
flip,9.645747400609473e-08,1.4901161193847656e-08
rotation,7.575076927240328e-08,8.692343733684993e-09
elastic,0.013485761473816851,0.00042369129369035363
uniform_intensity,0.02037101236306374,7.290020547134901e-06
perchannel_intensity,0.15863995808139716,0.015309267654581163
none,0.0,0.0
flip,1.4106855713233305e-07,2.4835268064293814e-08
rotation,1.6401370758629937e-07,2.7318796114172983e-08
elastic,0.006727734995466845,0.000390589983726386
uniform_intensity,0.024869343777273893,0.00014845517896446835
perchannel_intensity,0.09384948505672927,0.012827542311339252
none,0.0,0.0
flip,1.0881375313671357e-07,7.450580596923828e-09
rotation,6.538411650062347e-08,4.967053879312289e-09
elastic,0.014543701752627322,0.000802924856543541
uniform_intensity,0.022372801414676943,4.011020003691357e-06
perchannel_intensity,0.11060802975299353,0.011789169083240493
none,0.0,0.0
flip,6.917883740447838e-08,9.934107758624577e-09
rotation,7.831158457934803e-08,1.1175870895385742e-08
elastic,0.03070843550225911,0.0005519901809748262
uniform_intensity,0.038439996038387526,2.978084024620742e-05
perchannel_intensity,0.09893796452555145,0.015155071814348877
none,0.0,0.0
flip,6.647957166058443e-08,9.934107758624577e-09
rotation,1.2924735914173124e-07,1.4901161193847656e-08
elastic,0.020130531123819743,0.00038670748472213745
uniform_intensity,0.024903715877997563,3.9537003431044936e-05
perchannel_intensity,0.11895482364872016,0.012691343007544814
none,0.0,0.0
flip,7.441544321843758e-08,1.9868215517249155e-08
rotation,1.0222522097825472e-07,1.614292521878724e-08
elastic,0.010165498738774637,0.00040550430421717467
uniform_intensity,0.05069098384553518,0.00042651978389303126
perchannel_intensity,0.0989845964766985,0.013692845326508968
none,0.0,0.0
flip,9.374134401743238e-08,2.2351741790771484e-08
rotation,9.568920582818385e-08,1.7384687467369986e-08
elastic,0.00979558296384371,0.0005951975850621239
uniform_intensity,0.04823910574244228,5.702798504625406e-06
perchannel_intensity,0.1126742815206609,0.014243729826027798
none,0.0,0.0
flip,6.689784590655889e-08,2.2351741790771484e-08
rotation,7.724394809938527e-08,2.2351741790771484e-08
elastic,0.010907480055243094,0.000456453615333885
uniform_intensity,0.03089014896375612,1.6428902957343895e-05
perchannel_intensity,0.13518948568233735,0.01576825519631918
none,0.0,0.0
flip,1.0050715986799792e-07,1.4901161193847656e-08
rotation,7.126955679594911e-08,9.934107758624577e-09
elastic,0.0075215918424273625,0.0003577285780920647
uniform_intensity,0.02978796917020895,1.1924654359063425e-05
perchannel_intensity,0.11681376004829229,0.01459269526473243
none,0.0,0.0
flip,7.519690975461802e-08,1.2417634032146907e-08
rotation,1.2653946493224315e-07,2.2351741790771484e-08
elastic,0.013808509131697016,0.00019604464469011874
uniform_intensity,0.042929077827615764,0.0002311022310703237
perchannel_intensity,0.11151824608464098,0.014333724718098692
none,0.0,0.0
flip,2.7187177561714105e-07,2.2351741790771484e-08
rotation,1.8193910537748898e-07,1.614292521878724e-08
elastic,0.009524941500349621,0.0003534267365466803
uniform_intensity,0.04356349258021622,2.7000407862942664e-05
perchannel_intensity,0.1253186747404186,0.01604168727407303
none,0.0,0.0
flip,1.57088545411455e-07,2.4835268064293814e-08
rotation,7.054527530353143e-08,1.9868215517249155e-08
elastic,0.007369562377783042,0.00035583898425102235
uniform_intensity,0.03061748795920357,5.564043844970001e-05
perchannel_intensity,0.10647242876565859,0.014326382171733343
none,0.0,0.0
flip,8.240685732432205e-08,1.2417634032146907e-08
rotation,1.0280995662657074e-07,1.7384687467369986e-08
elastic,0.006508573443015526,0.00022690519836032763
uniform_intensity,0.03294621341783883,2.7481218179126187e-05
perchannel_intensity,0.11055502542574284,0.015731849526074308
none,0.0,0.0
flip,9.789744065751561e-08,1.4901161193847656e-08
rotation,9.100240865465168e-08,8.692343733684993e-09
elastic,0.008999170982131575,0.00028764630696969106
uniform_intensity,0.04723099388419352,0.00023970119970426751
perchannel_intensity,0.12369674065867915,0.015629229642694187
none,0.0,0.0
flip,1.304689234089572e-07,1.7384687467369986e-08
rotation,9.187320955909893e-08,9.934107758624577e-09
elastic,0.009604774645212318,0.00044296855485299603
uniform_intensity,0.04734057873425123,3.622323335230604e-05
perchannel_intensity,0.10539494561208232,0.012829871846496518
none,0.0,0.0
flip,1.1588186017695801e-07,2.11099777658319e-08
rotation,9.618047063003686e-08,1.2417634032146907e-08
elastic,0.009865988592035902,0.0003756396472454071
uniform_intensity,0.030846224694828922,5.925359728280455e-05
perchannel_intensity,0.10088522277646608,0.015242031597493025
none,0.0,0.0
flip,9.432491017823697e-08,1.1175870895385742e-08
rotation,9.240941803923181e-08,9.934107758624577e-09
elastic,0.013504699763486538,0.0003386219294043258
uniform_intensity,0.051385126340367474,2.1976728930006573e-06
perchannel_intensity,0.11611659329010307,0.014207298643461281
none,0.0,0.0
flip,2.314819654223627e-07,1.2417634032146907e-08
rotation,2.0801697769862068e-07,1.9868215517249155e-08
elastic,0.007558442422567799,0.0003848716616630554
uniform_intensity,0.032924740327084506,8.012428694810225e-05
perchannel_intensity,0.10868622586065912,0.0154015021442998
none,0.0,0.0
flip,1.3980388574243407e-07,1.4901161193847656e-08
rotation,1.5639419590473377e-07,2.4835268064293814e-08
elastic,0.00826123829884308,0.0003117159052635543
uniform_intensity,0.034498792731219155,0.000761606804250281
perchannel_intensity,0.10441893009000276,0.014953242918573844
none,0.0,0.0
flip,1.31406161513078e-07,9.934107758624577e-09
rotation,2.1844804679178716e-07,1.9868215517249155e-08
elastic,0.014988884814689827,0.00044392533745849503
uniform_intensity,0.03412516823499402,1.0056172884276294e-05
perchannel_intensity,0.11228472254292801,0.01429699765021054
none,0.0,0.0
flip,1.2545378834477008e-07,1.7384687467369986e-08
rotation,2.5417239048072264e-07,2.7318796114172983e-08
elastic,0.017943890401179476,0.0004464469835511409
uniform_intensity,0.02747426216707251,2.6463469218107606e-05
perchannel_intensity,0.12782050030038175,0.016963632197432882
none,0.0,0.0
flip,6.307176976327398e-08,1.2417634032146907e-08
rotation,8.590650720533012e-08,1.2417634032146907e-08
elastic,0.012481323840656125,0.00044294595427345483
uniform_intensity,0.016917059793883145,7.094517422956415e-05
perchannel_intensity,0.10234070584681203,0.013945071331807177
none,0.0,0.0
flip,1.217158381351103e-07,1.1175870895385742e-08
rotation,8.266848093597517e-08,1.3659398057086491e-08
elastic,0.017986175595633546,0.0005863659083843231
uniform_intensity,0.020419429261863093,2.5959064335889792e-06
perchannel_intensity,0.13665042169699296,0.017301473801323186
none,0.0,0.0
flip,1.0705899372608283e-07,1.2417634032146907e-08
rotation,1.19610965078082e-07,2.2351741790771484e-08
elastic,0.009535574232444138,0.00030880359699949624
uniform_intensity,0.04461349519630076,1.341377724206616e-05
perchannel_intensity,0.13085722280959095,0.01677203960752665
none,0.0,0.0
flip,9.992695822656847e-08,1.862645149230957e-08
rotation,1.0905721502243598e-07,1.2417634032146907e-08
elastic,0.016967026935297776,0.0003073471321840771
uniform_intensity,0.009194425434985245,1.634731888771057e-05
perchannel_intensity,0.12140645658535694,0.0147765788262248
none,0.0,0.0
flip,1.8205740579009342e-07,2.4835268064293814e-08
rotation,1.582655693994687e-07,2.9802322387695312e-08
elastic,0.017332304103944617,0.0008579727262258529
