image_id,mean_iou,precision_05,recall_05,f1_05,precision_07,recall_07,f1_07,n_gt_cells,n_pred_cells
0402a81e75262469925ea893b6706183832e85324f7b1e08e634129f5d522cdd,0.4908189428822278,0.8536585365853658,0.56,0.676328502415459,0.6707317073170732,0.44,0.5314009661835749,125,82
04acab7636c4cf61d288a5962f15fa456b7bde31a021e5deedfbf51288e4001e,0.5471422106685983,0.7733333333333333,0.7073170731707317,0.7388535031847134,0.14666666666666667,0.13414634146341464,0.14012738853503184,82,75
05040e2e959c3f5632558fc9683fec88f0010026c555b499066346f67fdd0e13,0.3367027996705105,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.041666666666666664,0.041666666666666664,0.041666666666666664,24,24
0532c64c2fd0c4d3188cc751cdfd566b1cfba3d269358717295bab1504c7c275,0.8268368569394742,0.9565217391304348,0.9166666666666666,0.9361702127659574,0.9130434782608695,0.875,0.8936170212765957,24,23
05a8f65ebd0b30d3b210f30b4d640c847c2e710d0d135e0aeeaccbe1988e3b6e,0.151295634725484,1.0,0.23076923076923078,0.375,0.5,0.11538461538461539,0.1875,26,6
06350c7cc618be442c15706db7a68e91f313758d224de4608f9b960106d4f9ca,0.6844504185280085,0.9411764705882353,0.8421052631578947,0.8888888888888888,0.6470588235294118,0.5789473684210527,0.6111111111111113,19,17
06c779330d6d3447be21df2b9f05d1088f5b3b50dc48724fc130b1fd2896a68c,0.7441959800447385,0.9615384615384616,0.8333333333333334,0.8928571428571429,0.9230769230769231,0.8,0.8571428571428571,30,26
072ff14c1d3245bf49ad6f1d4c71cdb18f1cb78a8e06fd2f53767e28f727cb81,0.4346985816049735,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.0,0.0,0.0,7,6
07761fa39f60dc37022dbbe8d8694595fd5b77ceb2af2a2724768c8e524d6770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
077f026f4ab0f0bcc0856644d99cbf639e443ec4f067d7b708bc6cecac609424,0.32628034580530313,0.25,0.3333333333333333,0.28571428571428575,0.0,0.0,0.0,6,8
07fb37aafa6626608af90c1e18f6a743f29b6b233d2e427dcd1102df6a916cf5,0.6978245147234916,0.9444444444444444,0.8690095846645367,0.9051580698835274,0.7881944444444444,0.7252396166134185,0.7554076539101497,313,288
08151b19806eebd58e5acec7e138dbfbb1761f41a1ab9620466584ecc7d5fada,0.7122984249281071,1.0,0.76,0.8636363636363636,1.0,0.76,0.8636363636363636,25,19
08275a5b1c2dfcd739e8c4888a5ee2d29f83eccfa75185404ced1dc0866ea992,0.2616128324024054,0.45901639344262296,0.2857142857142857,0.35220125786163525,0.3770491803278688,0.23469387755102042,0.2893081761006289,98,61
08ae2741df2f5ac815c0f272a8c532b5167ee853be9b939b9b8b7fa93560868a,0.5221118430111754,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.2857142857142857,7,7
091944f1d2611c916b98c020bd066667e33f4639159b2a92407fe5a40788856d,0.29605155345492773,0.4375,0.3181818181818182,0.3684210526315789,0.4375,0.3181818181818182,0.3684210526315789,44,32
094afe36759e7daffe12188ab5987581d405b06720f1d5acf3f2614f404df380,0.18174797478884203,0.8888888888888888,0.24615384615384617,0.3855421686746988,0.16666666666666666,0.046153846153846156,0.07228915662650603,65,18
0a7d30b252359a10fd298b638b90cb9ada3acced4e0c0e5a3692013f432ee4e9,0.7678438114495476,0.9615384615384616,0.9259259259259259,0.9433962264150944,0.8846153846153846,0.8518518518518519,0.8679245283018868,27,26
0acd2c223d300ea55d0546797713851e818e5c697d073b7f4091b96ce0f3d2fe,0.3464351080169986,0.2857142857142857,0.2222222222222222,0.25,0.2857142857142857,0.2222222222222222,0.25,9,7
0b0d577159f0d6c266f360f7b8dfde46e16fa665138bf577ec3c6f9c70c0cd1e,0.30628288973408113,0.6,0.42857142857142855,0.5,0.0,0.0,0.0,7,5
0b2e702f90aee4fff2bc6e4326308d50cf04701082e718d4f831c8959fbcda93,0.29761791552651756,0.0,0.0,0.0,0.0,0.0,0.0,5,5
0bda515e370294ed94efd36bd53782288acacb040c171df2ed97fd691fc9d8fe,0.30123690946032144,0.8695652173913043,0.37735849056603776,0.5263157894736843,0.43478260869565216,0.18867924528301888,0.26315789473684215,53,23
0bf33d3db4282d918ec3da7112d0bf0427d4eafe74b3ee0bb419770eefe8d7d6,0.6161878142408889,0.7777777777777778,0.7241379310344828,0.75,0.48148148148148145,0.4482758620689655,0.4642857142857143,29,27
0bf4b144167694b6846d584cf52c458f34f28fcae75328a2a096c8214e01c0d0,0.7720840250682429,0.9245283018867925,0.8596491228070176,0.8909090909090909,0.9056603773584906,0.8421052631578947,0.8727272727272727,57,53
0c2550a23b8a0f29a7575de8c61690d3c31bc897dd5ba66caec201d201a278c2,0.5723246779971296,0.8596491228070176,0.6712328767123288,0.7538461538461538,0.6842105263157895,0.5342465753424658,0.6000000000000001,73,57
0c6507d493bf79b2ba248c5cca3d14df8b67328b89efa5f4a32f97a06a88c92c,0.24872924624824685,0.08333333333333333,0.07142857142857142,0.07692307692307691,0.0,0.0,0.0,28,24
0d2bf916cc8de90d02f4cd4c23ea79b227dbc45d845b4124ffea380c92d34c8c,0.7058349777386166,0.75,0.7894736842105263,0.7692307692307692,0.6,0.631578947368421,0.6153846153846154,19,20
