epoch,train_loss,val_iou,val_dice
1,1.0941094774752855,0.5178440992648785,0.6772859646723821
2,0.7671036422252655,0.695640531870035,0.819643878019773
3,0.6436126809567213,0.7564076689573435,0.8597625127205482
4,0.5590749308466911,0.7793117532363305,0.8748819782183721
5,0.5104357479140162,0.7800887548006498,0.8754524863683261
6,0.4485380472615361,0.7968003658147959,0.8856575443194463
7,0.39928286243230104,0.8059591054916382,0.8913460007080665
8,0.3713188534602523,0.8168690892366263,0.8982549630678617
9,0.3466569958254695,0.8186898323205801,0.899420325572674
10,0.3132287501357496,0.8277097848745493,0.9049075383406419
11,0.3002259689383209,0.8227071120188787,0.9019528077198908
12,0.29135960433632135,0.8263415327438941,0.9039412186695979
13,0.27715393528342247,0.8276752141805795,0.9047993192305932
14,0.2727959011681378,0.8321115374565125,0.9075607061386108
15,0.2731727841310203,0.8273289799690247,0.9045412769684424
16,0.2601937158033252,0.834392772271083,0.9089976778397193
17,0.25978630827739835,0.833483847287985,0.9083418387633103
18,0.248071669600904,0.8328452752186701,0.9079418686720041
19,0.2337133390828967,0.8316426093761737,0.9071186643380386
20,0.22719878423959017,0.8382928738227258,0.9111972726308383
21,0.2301883096806705,0.8310561455213107,0.9066540002822876
22,0.22903561871498823,0.8382568817872268,0.9111494834606464
23,0.2080617598257959,0.8392864786661588,0.9118215579252976
24,0.2154283970594406,0.8317684485362127,0.9071684525563166
25,0.20675355521962047,0.840216590807988,0.9124513589418851
26,0.21103111933916807,0.8380427452234122,0.9109169978361863
27,0.20790708530694246,0.8345247507095337,0.9088136416215163
28,0.1947772386483848,0.8414692878723145,0.9130651584038367
29,0.20043224398978055,0.8265024469448969,0.9039082068663377
30,0.20135521749034524,0.8418816190499526,0.9133440714616042
31,0.1987340624909848,0.837558769262754,0.9107137689223657
32,0.20963931223377585,0.8410592629359319,0.9127345085144043
33,0.19150412688031793,0.8421273735853342,0.9133926263222327
34,0.18774395808577538,0.8454036391698397,0.9154998843486493
35,0.19053640542551875,0.8427052039366502,0.9138709123318012
36,0.18927017785608768,0.8446278205284705,0.9149967248623188
37,0.19139137235470116,0.8461102430637066,0.9159337190481333
38,0.18097882042638958,0.8474172720542321,0.9167197254987863
39,0.19774254877120256,0.8454299981777484,0.915659601871784
40,0.18266990315169096,0.846331380880796,0.915997693171868
41,0.1803540012333542,0.8463588769619281,0.9160665823863103
42,0.17685069190338254,0.8473970385698172,0.9167068325556241
43,0.18501981301233172,0.8475776681533227,0.9168578523855943
44,0.17122855922207236,0.8449257016181946,0.9151231967485868
45,0.1811767746694386,0.8474576060588543,0.9166917617504413
46,0.17816751007921994,0.8480502642118014,0.9170612234335679
47,0.17166655720211565,0.8473771122785715,0.9167211193304795
48,0.17832458624616265,0.844070553779602,0.9146703481674194
49,0.17437997297383845,0.8493173443354093,0.9177947640419006
50,0.2536842084955424,0.8431274707500751,0.9139944085708032
51,0.1846448821015656,0.8466670008806082,0.9163061517935532
52,0.17721093446016312,0.8475976586341858,0.9168490217282221
53,0.176309235394001,0.8483521663225614,0.9172718066435593
54,0.17774752993136644,0.8494444993826059,0.9178722913448627
55,0.1813065204769373,0.8466680508393508,0.9162245667897738
56,0.17063742177560925,0.8501072434278635,0.9182902482839731
57,0.2107636691071093,0.845710025383876,0.9155579897073599
58,0.17191907833330333,0.849923143020043,0.91825126684629
59,0.18830025452189147,0.8518924575585586,0.9194215077620286
60,0.17616217932663858,0.8484967717757592,0.9172967443099389
61,0.166130410740152,0.8490613148762629,0.9176231118348929
62,0.16827522707171738,0.8506273214633648,0.9185965932332553
63,0.16935921530239284,0.8496319743303152,0.918005095078395
64,0.19273424963466823,0.8520619089786823,0.9194400723163898
65,0.17267183843068779,0.8502935904722947,0.9184180543972895
66,0.16937239840626717,0.848719949905689,0.9173947847806491
67,0.16631092550233006,0.8499089296047504,0.9181742805701035
68,0.17387317749671638,0.8494476079940796,0.9178679723006028
69,0.16899266047403216,0.8507743248572717,0.9186603839580829
70,0.16792196151800454,0.8501927944330069,0.9183522783792936
71,0.1795323439873755,0.8521865743857163,0.9195018181434045
72,0.1686948633287102,0.8491208736713116,0.9177167828266437
73,0.16325859283097088,0.849915100977971,0.9181903646542475
74,0.16808231407776475,0.8497826823821435,0.9180900592070359
75,0.1753085155505687,0.8510687076128446,0.9188289917432345
76,0.16918075922876596,0.8516360200368441,0.9191918602356544
77,0.16249206685461104,0.8512361645698547,0.9189370412092942
78,0.17008339893072844,0.8503017012889569,0.9183833599090576
79,0.17181925056502223,0.8504966176473178,0.9184907583089975
80,0.1673869921360165,0.8516470423111548,0.9191669454941382
