epoch,val_iou
1,0.5887069014402536
2,0.7720542229138888
3,0.784122531230633
4,0.7839278945556054
5,0.8206831950407761
6,0.8275278439888587
7,0.8356200915116531
8,0.8332963219055762
9,0.8363436552194449
10,0.844996452331543
11,0.8445184184954717
12,0.8490683207145104
13,0.8482543000808129
14,0.8519252859629117
15,0.8524564321224506
16,0.855446246954111
17,0.8523119412935697
18,0.8521513572105994
19,0.8519645058191739
20,0.8566607328561636
21,0.8534824527226962
22,0.8559962877860436
23,0.8547286437107966
24,0.8587615077312176
25,0.8577505579361548
26,0.8577779072981614
27,0.8564567886866056
28,0.8594093735401447
29,0.857253189270313
30,0.85927670277082
31,0.8584706462346591
32,0.8565952823712275
33,0.8594231284581698
34,0.859904619363638
35,0.8619913092026343
36,0.8611108935796298
37,0.8580007690649766
38,0.8602638152929453
39,0.8603074092131394
40,0.8609849352103013
41,0.8616236631686871
42,0.8606868982315063
43,0.8553229799637427
44,0.861590183698214
45,0.8601000033892118
46,0.8594182867270249
47,0.8612588964975797
48,0.86064390035776
49,0.8578526010880103
50,0.8626426229110131
51,0.8608141495631292
52,0.8615995874771705
53,0.8591910646511958
54,0.8594051461953384
55,0.8591805100440979
56,0.8629288306603065
57,0.8575282142712519
58,0.8621506140782282
59,0.8594069114098182
60,0.8591777407206022
